timestamp,event_type,strategy,signal_id,contract_address,position_id,meta_json
2025-12-01T16:19:00+00:00,executed_close,Runner_Ladder_2x_5x_10x,tg_1758611100_173240,7c41bmq2W4LDi5XWwYGFsA8ZRW5EXqPLkKhrw2gnpump,,"{""entry_time"": ""2025-12-01T10:20:00+00:00"", ""exit_time"": ""2025-12-01T16:19:00+00:00"", ""pnl_pct"": 0.07350378232240468, ""pnl_sol"": 322.36549825696176, ""fees_total_sol"": 18.832259823103414, ""close_reason"": ""unknown""}"
2025-12-01T18:13:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173295,F4bGsbhRDR98DfNQtvVxLGMgGwRYiMszoxSLDfugpump,,"{""size"": 3784.540887761457, ""open_positions"": 5}"
2025-12-01T18:13:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173295,F4bGsbhRDR98DfNQtvVxLGMgGwRYiMszoxSLDfugpump,,{}
2025-12-01T19:52:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173309,6VKDRsckuBSk3rFnsvoHV9hrPKnzNHRSCfrS91Cupump,,{}
2025-12-01T19:52:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173309,6VKDRsckuBSk3rFnsvoHV9hrPKnzNHRSCfrS91Cupump,,"{""size"": 3406.0867489853113, ""open_positions"": 6}"
2025-12-01T20:03:00+00:00,executed_close,Runner_Ladder_2x_5x_10x,tg_1758611100_173265,237of5pRcaFrQMQkmqhAGUHLxhY56h1R8wL1mdT4pump,,"{""entry_time"": ""2025-12-01T14:10:00+00:00"", ""exit_time"": ""2025-12-01T20:03:00+00:00"", ""pnl_pct"": -0.951991699900711, ""pnl_sol"": -3896.840235280939, ""fees_total_sol"": 0.7860601115487214, ""close_reason"": ""unknown""}"
2025-12-01T23:45:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173333,9PWFDLTRUaumaqZdcLriDNZjWEoxnVzrLy6qmdrxpump,,{}
2025-12-01T23:45:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173333,9PWFDLTRUaumaqZdcLriDNZjWEoxnVzrLy6qmdrxpump,,"{""size"": 5278.84959287116, ""open_positions"": 4}"
2025-12-02T01:51:00+00:00,executed_close,Runner_Ladder_2x_5x_10x,tg_1758611100_173309,6VKDRsckuBSk3rFnsvoHV9hrPKnzNHRSCfrS91Cupump,,"{""entry_time"": ""2025-12-01T19:52:00+00:00"", ""exit_time"": ""2025-12-02T01:51:00+00:00"", ""pnl_pct"": -0.34647109486779404, ""pnl_sol"": -1180.110605135626, ""fees_total_sol"": 8.903904575398883, ""close_reason"": ""unknown""}"
2025-12-02T02:52:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173354,6ZcZsgpLHrMegsfHEr6QNKYpih8Ym67i9pK83cwypump,,{}
2025-12-02T02:52:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173354,6ZcZsgpLHrMegsfHEr6QNKYpih8Ym67i9pK83cwypump,,"{""size"": 4972.671757511473, ""open_positions"": 4}"
2025-12-02T02:59:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173356,AWhsnTdcBp46mSnqWBBzGY5BKhQxWHAh3RhiM43ypump,,"{""size"": 4475.404531760325, ""open_positions"": 5}"
2025-12-02T02:59:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173356,AWhsnTdcBp46mSnqWBBzGY5BKhQxWHAh3RhiM43ypump,,{}
2025-12-02T07:33:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173408,5ZxpMyAxfLh8tWMSuYkYzBjQZaDAjDVq8gWPaprPpump,,{}
2025-12-02T07:33:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173408,5ZxpMyAxfLh8tWMSuYkYzBjQZaDAjDVq8gWPaprPpump,,"{""size"": 4941.262120100873, ""open_positions"": 5}"
2025-12-02T08:58:00+00:00,executed_close,Runner_Ladder_2x_5x_10x,tg_1758611100_173356,AWhsnTdcBp46mSnqWBBzGY5BKhQxWHAh3RhiM43ypump,,"{""entry_time"": ""2025-12-02T02:59:00+00:00"", ""exit_time"": ""2025-12-02T08:58:00+00:00"", ""pnl_pct"": -0.5745237281952209, ""pnl_sol"": -2571.226096768729, ""fees_total_sol"": 7.616713739966372, ""close_reason"": ""unknown""}"
2025-12-02T12:28:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173455,24kFi7PuMaPd68HbRiJPZVzkKePdq8Ro63MQcMYCpump,,{}
2025-12-02T12:28:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173455,24kFi7PuMaPd68HbRiJPZVzkKePdq8Ro63MQcMYCpump,,"{""size"": 6279.258053804342, ""open_positions"": 4}"
2025-12-02T13:32:00+00:00,executed_close,Runner_Ladder_2x_5x_10x,tg_1758611100_173408,5ZxpMyAxfLh8tWMSuYkYzBjQZaDAjDVq8gWPaprPpump,,"{""entry_time"": ""2025-12-02T07:33:00+00:00"", ""exit_time"": ""2025-12-02T13:32:00+00:00"", ""pnl_pct"": -0.2684323313729922, ""pnl_sol"": -1326.3945108237317, ""fees_total_sol"": 14.459470437108394, ""close_reason"": ""unknown""}"
2025-12-02T16:00:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173484,DdGNpQqUiVMu6EnE8HeEfDDSiLQZQratbtxtGAFfpump,,"{""size"": 6011.372962307911, ""open_positions"": 4}"
2025-12-02T16:00:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173484,DdGNpQqUiVMu6EnE8HeEfDDSiLQZQratbtxtGAFfpump,,{}
2025-12-02T16:12:00+00:00,attempt_received,Runner_Ladder_2x_5x_10x,tg_1758611100_173486,Eu5n8R1VkcShuVcaeXqHJhMgQk6MkvioJPtYw4cQpump,,{}
2025-12-02T16:12:00+00:00,attempt_accepted_open,Runner_Ladder_2x_5x_10x,tg_1758611100_173486,Eu5n8R1VkcShuVcaeXqHJhMgQk6MkvioJPtYw4cQpump,,"{""size"": 5410.23561607712, ""open_positions"": 5}"
