signal_id,strategy,event_time,event_type,qty_delta,raw_price,exec_price,fees_sol,pnl_sol_delta,reset_reason
tg_1758611100_139116,Runner_Ladder_2x_5x_10x,2025-07-01T05:46:00+00:00,entry,1.0,5.950337648445003e-05,6.128847777898353e-05,0.001,0.0,
tg_1758611100_139158,Runner_Ladder_2x_5x_10x,2025-07-01T09:31:00+00:00,entry,0.0,8.862516388928094e-05,9.128391880595938e-05,0.0015,0.0,
tg_1758611100_139158,Runner_Ladder_2x_5x_10x,2025-07-01T09:51:00+00:00,partial_exit,-0.35998,0.00017889491844867226,0.0001735280708952121,0.003237245980582559,0.3243314951456311,
tg_1758611100_139169,Runner_Ladder_2x_5x_10x,2025-07-01T10:20:00+00:00,entry,0.8099049999999999,8.642882319763638e-05,8.902168789356547e-05,0.001,0.0,
tg_1758611100_139116,Runner_Ladder_2x_5x_10x,2025-07-01T11:18:00+00:00,final_exit,-1.0,3.281009730620056e-06,3.2121085262770348e-06,0.00020963865592227293,-0.9475903360194321,
tg_1758611100_139190,Runner_Ladder_2x_5x_10x,2025-07-01T12:44:00+00:00,entry,0.7340345025324645,0.0001768686344485,0.000182174693481955,0.001,0.0,
tg_1758611100_139201,Runner_Ladder_2x_5x_10x,2025-07-01T13:45:00+00:00,entry,0.660581052279218,0.0007359013167536,0.000757978356256208,0.001,0.0,
tg_1758611100_139158,Runner_Ladder_2x_5x_10x,2025-07-01T15:30:00+00:00,partial_exit,-0.5399700000000001,0.0001302413418284087,0.00012633410157355642,0.003489206673814304,0.2073316684535657,
tg_1758611100_139158,Runner_Ladder_2x_5x_10x,2025-07-01T15:30:00+00:00,final_exit,-0.0,0.00012748143448391164,0.0001248043243597495,0.006726452654396864,0.5316631635991969,
tg_1758611100_139216,Runner_Ladder_2x_5x_10x,2025-07-01T15:52:00+00:00,entry,0.7369616181457763,0.0001118185446662,0.000115173101006186,0.001,0.0,
tg_1758611100_139169,Runner_Ladder_2x_5x_10x,2025-07-01T16:14:00+00:00,final_exit,-0.8099049999999999,6.457672585922491e-06,6.322061461618119e-06,0.00023006839385897315,-0.7523879015352569,
tg_1758611100_139226,Runner_Ladder_2x_5x_10x,2025-07-01T16:59:00+00:00,entry,0.6688941593382872,7.509319700918323e-05,7.734599291945873e-05,0.001,0.0,
tg_1758611100_139190,Runner_Ladder_2x_5x_10x,2025-07-01T18:43:00+00:00,final_exit,-0.7340345025324645,3.38205917543228e-05,3.311035932748202e-05,0.0005336448366803914,-0.6006232933623675,
tg_1758611100_139250,Runner_Ladder_2x_5x_10x,2025-07-01T18:55:00+00:00,entry,0.0,0.0001481322868964,0.00015257625550329202,0.0015,0.0,
tg_1758611100_139250,Runner_Ladder_2x_5x_10x,2025-07-01T19:06:00+00:00,partial_exit,-0.24607699993512006,0.00029901342035376416,0.0002900430177431512,0.0023711408383416117,0.22170820965028287,
tg_1758611100_139201,Runner_Ladder_2x_5x_10x,2025-07-01T19:25:00+00:00,final_exit,-0.660581052279218,0.0006409777711973,0.0006275172380021567,0.002187534744133024,-0.11369736624597568,
tg_1758611100_139216,Runner_Ladder_2x_5x_10x,2025-07-01T21:51:00+00:00,final_exit,-0.7369616181457763,4.483395873932098e-05,4.389244560579524e-05,0.0011234236972150202,-0.4561056938420193,
tg_1758611100_139226,Runner_Ladder_2x_5x_10x,2025-07-01T22:57:00+00:00,final_exit,-0.6688941593382872,2.752905265005208e-05,2.6950942544400985e-05,0.000932295384733578,-0.4358203131548962,
tg_1758611100_139291,Runner_Ladder_2x_5x_10x,2025-07-01T23:35:00+00:00,entry,0.6591302701234512,7.960114886366141e-05,8.198918332957125e-05,0.001,0.0,
tg_1758611100_139250,Runner_Ladder_2x_5x_10x,2025-07-02T00:54:00+00:00,partial_exit,-0.36911549990268006,0.00017864392871017374,0.0001732846108488685,0.002176854253577942,0.05009806349179854,
tg_1758611100_139250,Runner_Ladder_2x_5x_10x,2025-07-02T00:54:00+00:00,final_exit,-0.0,0.00017485833587171394,0.00017118631081840794,0.004547995091919554,0.2718062731420814,
tg_1758611100_139330,Runner_Ladder_2x_5x_10x,2025-07-02T04:15:00+00:00,entry,0.6814123208999023,0.0003226258654956,0.000332304641460468,0.001,0.0,
tg_1758611100_139335,Runner_Ladder_2x_5x_10x,2025-07-02T04:39:00+00:00,entry,0.6132210888099121,0.0019043440294152,0.001961474350297656,0.001,0.0,
tg_1758611100_139291,Runner_Ladder_2x_5x_10x,2025-07-02T05:11:00+00:00,final_exit,-0.6591302701234512,6.191115718980487e-06,6.061102288881896e-06,0.00019490649018213263,-0.6104036475779173,
tg_1758611100_139345,Runner_Ladder_2x_5x_10x,2025-07-02T05:18:00+00:00,entry,0.5566521515344561,0.0008032116737096,0.0008273080239208881,0.001,0.0,
tg_1758611100_139330,Runner_Ladder_2x_5x_10x,2025-07-02T10:14:00+00:00,final_exit,-0.6814123208999023,0.0005057033348752,0.0004950835648428207,0.004060804441084809,0.3337887893713086,
tg_1758611100_139335,Runner_Ladder_2x_5x_10x,2025-07-02T10:38:00+00:00,final_exit,-0.6132210888099121,0.0018430866443361,0.0018043818248050418,0.0022564352922950226,-0.04911226573615968,
tg_1758611100_139345,Runner_Ladder_2x_5x_10x,2025-07-02T11:17:00+00:00,final_exit,-0.5566521515344561,0.0004437268831165,0.0004344086185710535,0.0011691630453510848,-0.2643613901966796,
tg_1758611100_139413,Runner_Ladder_2x_5x_10x,2025-07-02T11:46:00+00:00,entry,0.6871983655714117,6.566013025580051e-05,6.762993416347452e-05,0.001,0.0,
tg_1758611100_139413,Runner_Ladder_2x_5x_10x,2025-07-02T17:11:00+00:00,final_exit,-0.6871983655714117,3.2667540076255803e-06,3.198152173465443e-06,0.00012998770285014422,-0.654701439858876,
tg_1758611100_139478,Runner_Ladder_2x_5x_10x,2025-07-02T17:54:00+00:00,entry,0.6216152228152391,0.0005462645704142,0.000562652507526626,0.001,0.0,
tg_1758611100_139500,Runner_Ladder_2x_5x_10x,2025-07-02T19:20:00+00:00,entry,0.5594037005337151,0.0176215028087449,0.01815014789300725,0.001,0.0,
tg_1758611100_139507,Runner_Ladder_2x_5x_10x,2025-07-02T20:07:00+00:00,entry,0.5034133304803436,0.0001836001548922,0.000189108159538966,0.001,0.0,
tg_1758611100_139478,Runner_Ladder_2x_5x_10x,2025-07-02T23:53:00+00:00,final_exit,-0.6216152228152391,2.99489161335658e-05,2.9319988894760917e-05,0.00012957021384212009,-0.5892226693547097,
tg_1758611100_139500,Runner_Ladder_2x_5x_10x,2025-07-03T01:16:00+00:00,final_exit,-0.5594037005337151,0.0035609102089631,0.003486131094574875,0.0004297826433914964,-0.4519580396858398,
tg_1758611100_139507,Runner_Ladder_2x_5x_10x,2025-07-03T02:02:00+00:00,final_exit,-0.5034133304803436,5.074566706479823e-06,4.968000805643747e-06,5.29000512192665e-05,-0.49018831767552695,
tg_1758611100_139626,Runner_Ladder_2x_5x_10x,2025-07-03T07:05:00+00:00,entry,0.0,0.0007503031655048,0.000772812260469944,0.0015,0.0,
tg_1758611100_139626,Runner_Ladder_2x_5x_10x,2025-07-03T09:56:00+00:00,partial_exit,-0.18724683794111452,0.0015145294825344312,0.0014690935980583983,0.0019238031405386376,0.1687039471935478,
tg_1758611100_139626,Runner_Ladder_2x_5x_10x,2025-07-03T13:01:00+00:00,final_exit,-0.0,0.0006061264375091045,0.0005933977823214132,0.0032970330871107947,0.10614117692491791,
tg_1758611100_139626,Runner_Ladder_2x_5x_10x,2025-07-03T13:01:00+00:00,partial_exit,-0.2808702569116717,0.0006192487624448686,0.0006006712995715225,0.0013732299465721571,-0.0625627702686299,
tg_1758611100_139711,Runner_Ladder_2x_5x_10x,2025-07-03T14:39:00+00:00,entry,0.47835150923656705,0.0002411357443388,0.00024836981666896403,0.001,0.0,
tg_1758611100_139717,Runner_Ladder_2x_5x_10x,2025-07-03T15:28:00+00:00,entry,0.0,0.000165466721599,0.00017043072324697,0.002,0.0,
tg_1758611100_139717,Runner_Ladder_2x_5x_10x,2025-07-03T15:31:00+00:00,partial_exit,-0.17218654332516417,0.00033400395968128044,0.000323983840890842,0.001809286414876376,0.15513506039393432,
tg_1758611100_139717,Runner_Ladder_2x_5x_10x,2025-07-03T15:31:00+00:00,partial_exit,-0.17218654332516417,0.0008350098992032011,0.0008099596022271051,0.0037732160371909958,0.6461174659725822,
tg_1758611100_139683,Runner_Ladder_2x_5x_10x,2025-07-03T17:06:00+00:00,entry,0.3873697224816193,0.0209555068580764,0.021584172063818692,0.001,0.0,
tg_1758611100_139742,Runner_Ladder_2x_5x_10x,2025-07-03T17:34:00+00:00,entry,0.34858275023345736,0.0002615021571983,0.000269347221914249,0.001,0.0,
tg_1758611100_139683,Runner_Ladder_2x_5x_10x,2025-07-03T18:37:00+00:00,final_exit,-0.3873697224816193,0.0280695860142562,0.02748012470795682,0.0019727359938397915,0.10581427597832464,
tg_1758611100_139711,Runner_Ladder_2x_5x_10x,2025-07-03T20:38:00+00:00,final_exit,-0.47835150923656705,1.6915857562496634e-05,1.6560624553684205e-05,0.0001275807158115927,-0.4464563302836694,
tg_1758611100_139717,Runner_Ladder_2x_5x_10x,2025-07-03T21:00:00+00:00,final_exit,-0.0,0.0004669838636655197,0.0004571772025285438,0.007017599842017023,0.9489336021913481,
tg_1758611100_139717,Runner_Ladder_2x_5x_10x,2025-07-03T21:00:00+00:00,partial_exit,-0.08609327166258204,0.0004770938236005465,0.00046278100889253005,0.0014350973899496518,0.1476810758248316,
tg_1758611100_139796,Runner_Ladder_2x_5x_10x,2025-07-03T21:34:00+00:00,entry,0.5031105973466548,5.653024176395443e-05,5.822614901687307e-05,0.001,0.0,
tg_1758611100_139742,Runner_Ladder_2x_5x_10x,2025-07-03T23:33:00+00:00,final_exit,-0.34858275023345736,1.2611402674030852e-05,1.2346563217876203e-05,6.391451052409694e-05,-0.3326041226024335,
tg_1758611100_139796,Runner_Ladder_2x_5x_10x,2025-07-04T03:28:00+00:00,final_exit,-0.5031105973466548,3.4526471271278907e-06,3.380141537458205e-06,0.00011682620655774703,-0.4739040457072181,
tg_1758611100_139836,Runner_Ladder_2x_5x_10x,2025-07-04T04:42:00+00:00,entry,0.4571499814673273,0.0711791056857196,0.0733144788562912,0.001,0.0,
tg_1758611100_139836,Runner_Ladder_2x_5x_10x,2025-07-04T08:25:00+00:00,final_exit,-0.4571499814673273,0.0621388224809655,0.06083390720886522,0.0015173111771076275,-0.07782218719042068,
tg_1758611100_139922,Runner_Ladder_2x_5x_10x,2025-07-04T09:16:00+00:00,entry,0.0,0.0004369028982563,0.000450009985203989,0.002,0.0,
tg_1758611100_139922,Runner_Ladder_2x_5x_10x,2025-07-04T09:34:00+00:00,partial_exit,-0.17964641265222986,0.000881913272975088,0.0008554558747858353,0.001866010392128414,0.1618561853798731,
tg_1758611100_139922,Runner_Ladder_2x_5x_10x,2025-07-04T12:44:00+00:00,partial_exit,-0.17964641265222986,0.00220478318243772,0.0021386396869645884,0.003915025980321063,0.6741100824280275,
tg_1758611100_139922,Runner_Ladder_2x_5x_10x,2025-07-04T15:15:00+00:00,final_exit,-0.0,0.0016832519787797597,0.0016479036872253847,0.00761286756648627,1.0791008599909828,
tg_1758611100_139922,Runner_Ladder_2x_5x_10x,2025-07-04T15:15:00+00:00,partial_exit,-0.0898232063261149,0.0017196935164646822,0.0016681027109707418,0.0018318311940367922,0.24313459218308223,
tg_1758611100_140010,Runner_Ladder_2x_5x_10x,2025-07-04T16:38:00+00:00,entry,0.0,9.6684568001036e-05,9.958510504106709e-05,0.0015,0.0,
tg_1758611100_140010,Runner_Ladder_2x_5x_10x,2025-07-04T17:26:00+00:00,partial_exit,-0.22248593234920971,0.00019516328262477164,0.00018930838414602847,0.0021917571088922445,0.20045334487385102,
tg_1758611100_140045,Runner_Ladder_2x_5x_10x,2025-07-04T19:13:00+00:00,entry,0.0,0.0001236354392025,0.000127344502378575,0.002,0.0,
tg_1758611100_140045,Runner_Ladder_2x_5x_10x,2025-07-04T19:47:00+00:00,partial_exit,-0.20021733911428874,0.00024956514428710824,0.000242078189958495,0.0020224293203331407,0.1803899909689902,
tg_1758611100_140045,Runner_Ladder_2x_5x_10x,2025-07-04T22:07:00+00:00,partial_exit,-0.20021733911428874,0.0006239128607177706,0.0006051954748962375,0.0043060733008328245,0.7513009860939086,
tg_1758611100_140010,Runner_Ladder_2x_5x_10x,2025-07-04T22:37:00+00:00,partial_exit,-0.33372889852381454,0.00011241102964054094,0.0001090386987513247,0.0019616388591744967,0.03168081626981159,
