strategy,final_balance_sol,total_return_pct,max_drawdown_pct,trades_executed,trades_skipped_by_risk,trades_skipped_by_reset,reset_count,last_reset_time,cycle_start_equity,equity_peak_in_cycle
Runner_Tail_3_7_15_45d,20.12450901075091,1.0124509010750908,-0.2690728893207439,120,0,0,0,,10.0,20.12450901075091
