strategy,total_trades,winning_trades,losing_trades,winrate,positions_total,positions_closed,positions_open,strategy_total_pnl_sol,fees_total_sol,pnl_net_sol,avg_pnl_sol,median_pnl_sol,best_trade_pnl_sol,worst_trade_pnl_sol,initial_balance_sol,final_balance_sol,portfolio_return_pct,avg_hold_minutes,p50_hold_minutes,p90_hold_minutes,hit_rate_x2,hit_rate_x5,profit_reset_closed_count,capacity_reset_closed_count,closed_by_reset_count,triggered_portfolio_reset_count
Runner_Tail_3_7_15_45d,120,46,73,0.38333333333333336,120,120,0,10.33384438830414,0.08933537755321336,10.244509010750926,0.0861153699025345,-0.03407801123031515,1.5383845936106455,-0.0988118811702568,10.0,20.12450901075091,1.0124509010750908,1076.65,1440.0,1440.0,0.3333333333333333,0.14166666666666666,0,0,0,0
