strategy,split_count,survival_rate,pnl_variance,worst_window_pnl,best_window_pnl,median_window_pnl,windows_positive,windows_total,hit_rate_x2,hit_rate_x5,hit_rate_x4,p90_hold_days,tail_contribution,tail_pnl_share,non_tail_pnl_share,max_drawdown_pct,trades_total,split_n,passed,failed_reasons
Runner_Tail_3_7_15_45d,2,1.0,38.64497752243096,0.7711869017106007,9.562657486593537,5.166922194152069,2,2,0.3333333333333333,0.1416666666666666,0.1416666666666666,1.0,1.1135510720380055,1.1135510720380055,-0.1135510720380057,-0.2690728893207439,120,2,False,pnl_variance 38.645 > 0.15; windows_total 2 < 3; hit_rate_x2 0.333 < 0.35; tail_pnl_share 1.114 > 0.8
Runner_Tail_3_7_15_45d,3,1.0,10.06093737059368,0.0033845052437196,6.251226228152066,4.079233654908351,3,3,0.3333333333333333,0.1416666666666666,0.1416666666666666,1.0,1.1135510720380055,1.1135510720380055,-0.1135510720380057,-0.2690728893207439,120,3,False,pnl_variance 10.061 > 0.15; hit_rate_x2 0.333 < 0.35; tail_pnl_share 1.114 > 0.8
Runner_Tail_3_7_15_45d,4,1.0,8.551316917269263,0.0033845052437196,6.5190419869565615,1.9057089480519291,4,4,0.3333333333333333,0.1416666666666666,0.1416666666666666,1.0,1.1135510720380055,1.1135510720380055,-0.1135510720380057,-0.2690728893207439,120,4,False,pnl_variance 8.551 > 0.15; hit_rate_x2 0.333 < 0.35; tail_pnl_share 1.114 > 0.8
Runner_Tail_3_7_15_45d,5,0.8,5.625665346292392,-0.010184400612121,5.780401872382364,2.123177034825297,4,5,0.3333333333333333,0.1416666666666666,0.1416666666666666,1.0,1.1135510720380055,1.1135510720380055,-0.1135510720380057,-0.2690728893207439,120,5,False,pnl_variance 5.626 > 0.15; hit_rate_x2 0.333 < 0.35; tail_pnl_share 1.114 > 0.8
