position_id,signal_id,strategy,event_time,event_type,event_id,qty_delta,raw_price,exec_price,fees_sol,pnl_sol_delta,reason,xn,fraction
d3d13210665c429bbddfd2a5c3219a3f,tg_1758611100_139116,Runner_Tail_3_7_15_45d,2025-07-01T05:46:00+00:00,entry,2924d61d2a604e6f93a6a6af36564850,0.1,5.950337648445003e-05,6.128847777898353e-05,0.0,0.0,,,
76ad153ff9cd473880a38e1417cb4d66,tg_1758611100_139158,Runner_Tail_3_7_15_45d,2025-07-01T09:31:00+00:00,entry,e282697a40934142840cecc960ab19c6,0.1,8.862516388928094e-05,9.128391880595938e-05,0.0005,0.0,,,
0ea4e28b0c63460f93799ef19424c3b7,tg_1758611100_139169,Runner_Tail_3_7_15_45d,2025-07-01T10:20:00+00:00,entry,f32cf2685a1941029edd3d4ee5bd17ce,0.1,8.642882319763638e-05,8.902168789356547e-05,0.0,0.0,,,
76ad153ff9cd473880a38e1417cb4d66,tg_1758611100_139158,Runner_Tail_3_7_15_45d,2025-07-01T10:44:00+00:00,partial_exit,b36c2e5ae5724b459fcd4933a9ec943e,-0.020000000000000004,0.00026916467300806357,0.00026108973281782166,0.0007288155339805823,0.03720388349514563,ladder_tp,3.0,0.20000000000000004
b16cae7be66a4fc5a1a15ca354482340,tg_1758611100_139190,Runner_Tail_3_7_15_45d,2025-07-01T12:44:00+00:00,entry,b3d728b43db8470ea7087ac4d48879f8,0.1,0.0001768686344485,0.000182174693481955,0.0,0.0,,,
45c45a48743345c3aa2ce6081f5d0047,tg_1758611100_139097,Runner_Tail_3_7_15_45d,2025-07-17T07:34:00+00:00,entry,1e76a5aa2a284ee9a3e092c75aab27f8,0.1,0.0139710885452199,0.014390221201576497,0.0,0.0,,,
45c45a48743345c3aa2ce6081f5d0047,tg_1758611100_139097,Runner_Tail_3_7_15_45d,2025-07-17T08:17:00+00:00,final_exit,,-0.1,0.0226184641845089,0.022448825703125085,0.0006475791520839658,0.06189478802099233,timeout,,
d3d13210665c429bbddfd2a5c3219a3f,tg_1758611100_139116,Runner_Tail_3_7_15_45d,2025-07-21T05:46:00+00:00,final_exit,,-0.1,3.729779568549047e-06,3.7018062217849292e-06,2.6092361035838507e-05,-0.09347690974104028,timeout,,
76ad153ff9cd473880a38e1417cb4d66,tg_1758611100_139158,Runner_Tail_3_7_15_45d,2025-07-21T09:31:00+00:00,final_exit,8848190ebea44899ac3b0946aca279cf,-0.08,1.3936751613964628e-05,1.3832225976859894e-05,0.0005484895080151426,-0.02965492803821015,time_stop,,
0ea4e28b0c63460f93799ef19424c3b7,tg_1758611100_139169,Runner_Tail_3_7_15_45d,2025-07-21T10:20:00+00:00,final_exit,,-0.1,3.789563652359809e-06,3.7611419249671108e-06,1.8996508171015974e-05,-0.095250872957246,timeout,,
b16cae7be66a4fc5a1a15ca354482340,tg_1758611100_139190,Runner_Tail_3_7_15_45d,2025-07-21T12:44:00+00:00,final_exit,,-0.1,7.628788746059637e-06,7.5715728304641905e-06,2.204728897559939e-05,-0.09448817775610024,timeout,,
