strategy,total_trades,winning_trades,losing_trades,winrate,positions_total,positions_closed,positions_open,strategy_total_pnl_sol,fees_total_sol,pnl_net_sol,avg_pnl_sol,median_pnl_sol,best_trade_pnl_sol,worst_trade_pnl_sol,initial_balance_sol,final_balance_sol,portfolio_return_pct,avg_hold_minutes,p50_hold_minutes,p90_hold_minutes,hit_rate_x2,hit_rate_x5,profit_reset_closed_count,capacity_reset_closed_count,closed_by_reset_count,triggered_portfolio_reset_count
Runner_Tail_3_7_15_45d,5,1,4,0.2,5,5,0,-0.2509761004716042,0.002492020352262054,-0.2534681208238662,-0.050195220094320835,-0.0934769097410402,0.0618947880209923,-0.095250872957246,10.0,9.74151306771327,-0.025848693228672913,23048.6,28800.0,28800.0,0.2,0.0,0,0,0,0
