strategy,total_trades,winning_trades,losing_trades,winrate,positions_total,positions_closed,positions_open,strategy_total_pnl_sol,fees_total_sol,pnl_net_sol,avg_pnl_sol,median_pnl_sol,best_trade_pnl_sol,worst_trade_pnl_sol,initial_balance_sol,final_balance_sol,portfolio_return_pct,avg_hold_minutes,p50_hold_minutes,p90_hold_minutes,hit_rate_x2,hit_rate_x5,profit_reset_closed_count,capacity_reset_closed_count,closed_by_reset_count,triggered_portfolio_reset_count
Runner_Tail_3_7_15_45d,121,46,73,0.38016528925619836,121,121,0,10.339748110877558,0.08935899244350692,10.25038911843405,0.08545246372626081,-0.0310692781527621,1.5383845936106455,-0.0988118811702568,10.0,20.129389118434037,1.0129389118434038,1237.2479338842975,1440.0,1440.0,0.3305785123966942,0.14049586776859505,0,0,6,1
